# BOOKS_XBOOT_V1
# Das xBoot (Red Devil) — базовые спины, 6 барабанов 2-3-4-4-3-2
# RTP_ALL_SEEDS: 95.9501% (totalWin=95950.08 totalBet=100000.00 books=100000)
# RTP_BASE_SPIN_ONLY: 90.1772%
# HIT_RATE: 22.30% (hit=22303 miss@0x=77697)
# BONUS_RATE: 0.456% (FS triggers=456, target 1/211≈0.474%)
# MAX_WIN: 55200x@1 (book id 88888, prob ~1/64M synthetic)
# JACKPOT_SEED: xb_1wl4_1ixwdpr
# Колонки (TAB): seed | total_win@1 | has_bonus | reels | weights | reel_nudge_mult
# [ | N | на фри: reels | weights | nudge_mult ]×N
# Индексы символов: low1..target (0-14), wild4=15, xways4=16, xwild4=17
xb_1v_hhyhzb	0.6	0	5,6|0,6,7|9,10,7,6|3,5,0,6|8,9,8|7,7	1,1|1,1,1|1,1,1,1|1,1,1,1|1,1,1|1,1	1,1,1,1,1,1
xb_1w_7mvub5	46.08	0	4,5|2,4,3|13,13,13,13|13,13,13,13|3,2,8|9,6	1,1|1,1,1|1,1,1,1|1,1,1,1|1,1,1|1,1	1,1,4,3,1,1
xb_1x_1e8ri8	0.48	0	0,1|6,1,1|7,9,5,1|4,6,6,9|6,1,1|1,3	1,1|1,1,1|1,1,1,1|1,1,1,1|1,1,1|1,1	1,1,1,1,1,1
xb_1y_uagsso	0.64	0	1,6|6,9,1|3,1,6,9|5,3,7,0|4,2,6|1,5	1,1|1,1,1|1,1,1,1|1,1,1,1|1,1,1|1,1	1,1,1,1,1,1
xb_1z_uycl4b	0.2	0	3,6|3,0,9|8,3,4,4|1,2,8,9|5,2,5|0,5	1,1|1,1,1|1,1,1,1|1,1,1,1|1,1,1|1,1	1,1,1,1,1,1
xb_20_e56m98	5.76	0	0,0|0,0,0|0,0,0,0|5,5,5,5|5,5,5|5,5	1,1|1,1,1|1,1,1,1|1,1,1,1|1,1,1|1,1	1,1,1,1,1,1
xb_21_guikww	0.4	0	8,6|5,6,5|9,6,1,7|7,7,7,0|3,7,3|3,6	1,1|1,1,1|1,1,1,1|1,1,1,1|1,1,1|1,1	1,1,1,1,1,1
xb_22_11630jb	0.2	0	8,2|4,5,2|2,7,3,8|6,8,1,9|7,3,6|0,5	1,1|1,1,1|1,1,1,1|1,1,1,1|1,1,1|1,1	1,1,1,1,1,1
xb_23_wpklxh	3.2	0	5,3|3,1,0|13,13,13,13|6,4,8,4|2,0,6|2,3	1,1|1,1,1|1,1,1,1|1,1,1,1|1,1,1|1,1	1,1,4,1,1,1
xb_24_x380si	0.72	0	6,1|1,2,2|8,1,0,1|4,1,7,2|8,6,2|8,3	1,1|1,1,1|1,1,1,1|1,1,1,1|1,1,1|1,1	1,1,1,1,1,1
xb_25_1vm49gl	0.24	0	0,3|3,1,0|1,7,4,0|5,2,3,5|8,4,6|7,6	1,1|1,1,1|1,1,1,1|1,1,1,1|1,1,1|1,1	1,1,1,1,1,1
xb_26_1iyr3zx	0.28	0	1,9|5,9,7|0,9,0,7|1,0,6,5|1,8,7|8,5	1,1|1,1,1|1,1,1,1|1,1,1,1|1,1,1|1,1	1,1,1,1,1,1
xb_27_y6i2yl	0.4	0	6,2|6,0,8|1,8,5,6|0,7,4,10|7,5,3|6,3	1,1|1,1,1|1,1,1,1|1,1,1,1|1,1,1|1,1	1,1,1,1,1,1
xb_28_ir53tr	5.12	0	7,4|6,5,7|13,13,13,13|1,9,8,0|2,7,1|9,2	1,1|1,1,1|1,1,1,1|1,1,1,1|1,1,1|1,1	1,1,4,1,1,1
xb_29_aklttt	0.8	0	1,2|2,2,8|2,6,8,2|7,7,10,7|5,7,7|5,1	1,1|1,1,1|1,1,1,1|1,1,1,1|1,1,1|1,1	1,1,1,1,1,1
xb_2a_1yd14rf	6.4	0	6,0|1,6,3|13,13,13,13|3,9,7,7|1,9,0|3,7	1,1|1,1,1|1,1,1,1|1,1,1,1|1,1,1|1,1	1,1,4,1,1,1
xb_2b_1r41b0	0.24	0	0,4|0,7,6|10,9,1,0|8,1,7,1|10,7,3|5,3	1,1|1,1,1|1,1,1,1|1,1,1,1|1,1,1|1,1	1,1,1,1,1,1
xb_2c_1ln5oh7	1.6	0	3,8|3,7,7|13,13,13,13|1,5,8,1|9,6,5|8,5	1,1|1,1,1|1,1,1,1|1,1,1,1|1,1,1|1,1	1,1,2,1,1,1
xb_2d_b1ortw	0.2	0	8,2|2,1,8|0,6,2,4|4,5,9,3|8,4,8|6,8	1,1|1,1,1|1,1,1,1|1,1,1,1|1,1,1|1,1	1,1,1,1,1,1
xb_2e_n55rl1	6.24	0	4,7|4,5,2|13,13,13,13|8,4,2,9|8,3,4|5,3	1,1|1,1,1|1,1,1,1|1,1,1,1|1,1,1|1,1	1,1,3,1,1,1
xb_2f_odmu6z	11.52	0	2,1|1,3,1|13,13,13,13|8,10,1,4|6,8,0|4,8	1,1|1,1,1|1,1,1,1|1,1,1,1|1,1,1|1,1	1,1,4,1,1,1
xb_2g_160d5wo	1.2	0	4,6|2,1,6|6,6,5,3|7,6,10,0|8,8,1|8,2	1,1|1,1,1|1,1,1,1|1,1,1,1|1,1,1|1,1	1,1,1,1,1,1
xb_2h_1qb2p9x	0.32	0	9,2|0,2,9|3,1,2,8|8,0,6,2|0,7,0|6,4	1,1|1,1,1|1,1,1,1|1,1,1,1|1,1,1|1,1	1,1,1,1,1,1
xb_2i_1ykiold	40.32000000000001	0	2,3|5,6,3|13,13,13,13|13,13,13,13|7,1,8|0,5	1,1|1,1,1|1,1,1,1|1,1,1,1|1,1,1|1,1	1,1,3,3,1,1
xb_2j_1d5nxwf	0.4	0	5,9|3,6,9|4,6,6,9|9,7,8,7|2,8,7|4,0	1,1|1,1,1|1,1,1,1|1,1,1,1|1,1,1|1,1	1,1,1,1,1,1
xb_2k_1qcghcc	6.4	0	6,8|9,6,3|13,13,13,13|3,4,0,9|5,8,1|4,3	1,1|1,1,1|1,1,1,1|1,1,1,1|1,1,1|1,1	1,1,4,1,1,1
xb_2l_1ayr4fx	0.32	0	7,0|8,7,5|5,0,1,7|2,8,5,5|0,5,1|2,5	1,1|1,1,1|1,1,1,1|1,1,1,1|1,1,1|1,1	1,1,1,1,1,1
xb_2m_1n621hg	3.84	0	7,2|7,3,0|13,13,13,13|1,2,6,6|8,6,7|2,2	1,1|1,1,1|1,1,1,1|1,1,1,1|1,1,1|1,1	1,1,3,1,1,1
xb_2n_7na9un	1.6	0	8,2|4,0,2|13,13,13,13|7,9,1,1|2,7,3|7,0	1,1|1,1,1|1,1,1,1|1,1,1,1|1,1,1|1,1	1,1,2,1,1,1
xb_2o_11vnf8s	12.8	0	9,9|9,5,9|13,13,13,13|3,10,9,9|5,8,4|3,5	1,1|1,1,1|1,1,1,1|1,1,1,1|1,1,1|1,1	1,1,1,1,1,1
xb_2p_jkm0ky	3.84	0	0,4|0,9,1|13,13,13,13|2,4,1,1|3,4,0|7,2	1,1|1,1,1|1,1,1,1|1,1,1,1|1,1,1|1,1	1,1,4,1,1,1
xb_2q_1yelhhw	3.3600000000000003	0	8,3|6,3,9|13,13,13,13|2,6,3,5|5,6,9|5,1	1,1|1,1,1|1,1,1,1|1,1,1,1|1,1,1|1,1	1,1,3,1,1,1
xb_2r_cz2813	5.76	0	0,0|0,0,0|0,0,0,0|5,5,5,5|5,5,5|5,5	1,1|1,1,1|1,1,1,1|1,1,1,1|1,1,1|1,1	1,1,1,1,1,1
xb_2s_1rpx7ma	5.8	1	7,9|0,8,2|8,6,4,10|8,8,10,4|10,4,5|7,9	1,1|1,1,1|1,1,1,1|1,1,1,1|1,1,1|1,1	1,1,1,1,1,1	7	3,0|9,4,2|4,1,7,6,8,8,3,7|2,9,6,2|4,6,2|5,3	1,1|1,1,1|1,1,1,1,1,1,1,1|1,1,1,1|1,1,1|1,1	1,1,1,1,1,1	1,9|8,0,5|5,8,0,9,0,5,1,0|13,13,13,13|2,6,8|6,3	1,1|1,1,1|1,1,1,1,1,1,1,1|1,1,1,1|1,1,1|1,1	1,1,1,3,1,1	5,1|1,8,6|6,6,9,5,8,5,5,6|2,3,9,9|4,9,1|8,5	1,1|1,1,1|1,1,1,1,1,1,1,1|1,1,1,1|1,1,1|1,1	1,1,1,1,1,1	9,2|3,6,0|14,3,7,9,8,5,2,4|7,0,4,3|2,4,2|8,1	1,1|1,1,1|1,1,1,1,1,1,1,1|1,1,1,1|1,1,1|1,1	1,1,1,1,1,1	7,1|2,9,1|3,6,8,13,6,4,2,1|1,6,3,0|7,1,3|3,1	1,1|1,1,1|1,1,1,1,1,1,1,1|1,1,1,1|1,1,1|1,1	1,1,1,1,1,1	9,3|3,5,4|3,2,5,0,9,0,0,6|1,5,2,2|1,5,1|8,8	1,1|1,1,1|1,1,1,1,1,1,1,1|1,1,1,1|1,1,1|1,1	1,1,1,1,1,1	2,2|7,3,8|1,8,2,2,9,3,9,7|4,6,7,1|3,5,8|6,0	1,1|1,1,1|1,1,1,1,1,1,1,1|1,1,1,1|1,1,1|1,1	1,1,1,1,1,1
xb_2t_1vcss60	0.24	0	9,0|6,0,4|0,2,2,6|4,3,5,4|1,6,1|7,0	1,1|1,1,1|1,1,1,1|1,1,1,1|1,1,1|1,1	1,1,1,1,1,1
xb_2u_1o4in7r	2.24	0	1,9|7,9,3|13,13,13,13|8,8,4,7|2,6,8|6,8	1,1|1,1,1|1,1,1,1|1,1,1,1|1,1,1|1,1	1,1,2,1,1,1
xb_2v_wqwnke	0.8	0	1,2|8,2,9|13,13,13,13|1,1,0,8|3,8,6|9,2	1,1|1,1,1|1,1,1,1|1,1,1,1|1,1,1|1,1	1,1,1,1,1,1
xb_2w_15qhna8	0.96	0	0,8|0,4,0|4,0,6,0|5,9,2,2|6,8,2|0,9	1,1|1,1,1|1,1,1,1|1,1,1,1|1,1,1|1,1	1,1,1,1,1,1
xb_2x_1fmy1da	6	0	8,5|7,5,5|5,3,0,2|6,5,2,9|2,1,3|5,5	1,1|1,1,1|1,1,1,1|1,1,1,1|1,1,1|1,1	1,1,1,1,1,1
xb_2y_ctrft0	0.24	0	9,1|5,1,9|8,4,4,1|6,2,6,8|6,4,9|9,7	1,1|1,1,1|1,1,1,1|1,1,1,1|1,1,1|1,1	1,1,1,1,1,1
xb_2z_hze4rd	0.24	0	6,1|7,1,5|8,9,3,1|3,4,2,8|8,7,7|1,6	1,1|1,1,1|1,1,1,1|1,1,1,1|1,1,1|1,1	1,1,1,1,1,1
xb_30_11v3su0	6.4	0	7,9|9,7,6|8,5,9,10|13,13,13,13|8,5,2|8,4	1,1|1,1,1|1,1,1,1|1,1,1,1|1,1,1|1,1	1,1,1,4,1,1
xb_31_1avudfh	3.8400000000000003	0	3,8|9,3,8|13,13,13,13|4,4,7,6|8,3,0|2,4	1,1|1,1,1|1,1,1,1|1,1,1,1|1,1,1|1,1	1,1,2,1,1,1
xb_32_1kvw9g1	0.48	0	1,1|4,1,9|9,2,1,5|0,4,7,0|10,4,6|4,8	1,1|1,1,1|1,1,1,1|1,1,1,1|1,1,1|1,1	1,1,1,1,1,1
xb_33_1xg3p5o	1.6	0	8,9|9,5,2|8,9,9,2|9,5,9,6|10,2,5|3,8	1,1|1,1,1|1,1,1,1|1,1,1,1|1,1,1|1,1	1,1,1,1,1,1
xb_34_1dfefr5	3.52	0	5,1|5,4,8|13,13,13,13|1,6,4,3|3,8,6|9,7	1,1|1,1,1|1,1,1,1|1,1,1,1|1,1,1|1,1	1,1,1,1,1,1
xb_35_ef5m6r	0.2	0	2,1|2,4,7|4,9,2,6|7,3,1,4|1,6,4|6,6	1,1|1,1,1|1,1,1,1|1,1,1,1|1,1,1|1,1	1,1,1,1,1,1
xb_36_dtjsem	1.6	0	1,2|2,4,3|13,13,13,13|0,6,6,0|4,9,0|6,6	1,1|1,1,1|1,1,1,1|1,1,1,1|1,1,1|1,1	1,1,2,1,1,1
xb_37_1oa3ons	3.84	0	1,3|1,1,5|13,13,13,13|0,7,9,4|5,4,8|4,6	1,1|1,1,1|1,1,1,1|1,1,1,1|1,1,1|1,1	1,1,2,1,1,1
