# BOOKS_SEEDS_V2
# RTP_ALL_SEEDS: 95.9933% (totalWin=95993.25 totalBet=100000.00 books=100000)
# RTP_BASE_SPIN_ONLY: 48.4850%
# RTP totalBet = только платный спин (×spinCostMult); фри-спины в ставку не входят.
# HIT_RATE: 26.00% (hit=26000 miss@0x=74000 books=100000)
# Hit = total_win@1 > 0 на платном спине; miss = 0× (без линий и без бонуса в seed).
# Колонки (TAB): seed | total_win@1 | has_bonus | барабаны | веса [ | число_фри | на фри: reels | weights | landing ]
# total_win@1 = базовый спин + бонус (выплаты при bet=1); в RTP платный спин учитывается с spinCostMult.
# Индексы символов как в SYMBOLS slot.js / generate-books (low1 … split_wilds).
rv_18_1f4tw6b	1	0	9,9,8|2,2,9|9,5,0|2,2,0|4,3,3	1,1,1|1,1,1|1,1,1|1,1,1|1,1,1
rv_19_qbnkes	1	0	5,3,9|9,9,6|9,0,11|2,0,2|5,6,7	1,1,1|1,1,1|1,1,1|1,1,1|1,1,1
rv_1a_1rm1xya	0.3	0	6,0,11|8,6,3|10,7,8|8,2,9|8,5,5	1,1,1|1,1,1|1,1,1|1,1,1|1,1,1
rv_1b_1ysby2m	2	0	7,11,10|5,7,8|7,6,0|7,1,7|3,3,4	1,1,1|1,1,6|1,1,1|1,1,1|1,1,1
rv_1c_1ukhadq	1.2	0	8,5,5|7,5,5|2,2,10|7,0,0|9,7,2	1,1,1|1,1,1|1,1,1|1,1,1|1,1,1
rv_1d_13xa359	0.4	0	5,0,0|0,0,7|6,10,7|7,8,9|5,6,2	1,1,1|1,1,1|1,1,1|1,1,1|1,1,1
rv_1e_1t4cq3e	0.4	0	4,3,3|5,9,3|9,8,3|5,9,7|9,7,0	1,1,1|1,1,1|1,1,1|1,1,1|1,1,1
rv_1f_1rhxd0c	0.4	0	6,8,9|5,8,0|8,3,5|6,0,4|8,8,7	1,1,1|1,1,1|1,1,1|1,1,1|1,1,1
rv_1g_zlv9z0	0.4	0	5,2,1|1,4,1|4,1,1|2,5,4|8,7,6	1,1,1|1,1,1|1,1,1|1,1,1|1,1,1
rv_1h_1oa5ugw	4	0	8,8,0|8,5,5|8,4,8|0,6,5|9,9,1	1,1,1|1,1,1|1,1,4|1,1,1|1,1,1
rv_1i_dclzj6	0.5	0	9,0,7|9,8,3|9,7,3|2,7,2|5,11,6	1,1,1|1,1,1|1,1,1|1,1,1|1,1,1
rv_1j_kkr7i1	0.3	0	1,5,6|2,5,6|4,11,5|9,3,9|6,0,6	1,1,1|1,1,1|1,1,1|1,1,1|1,1,1
rv_1k_hsvfwa	0.3	0	1,2,5|5,3,3|5,3,1|8,7,0|1,2,0	1,1,1|1,1,1|1,1,1|1,1,1|1,1,1
rv_1l_90oq49	0.8	0	1,7,5|7,3,7|7,9,6|4,6,4|2,1,1	1,1,1|1,7,1|1,1,1|1,1,1|1,1,1
rv_1m_ch9440	1.6	0	9,7,3|3,7,4|3,9,3|0,9,3|3,1,2	1,1,1|1,1,1|1,1,1|1,1,1|1,1,1
rv_1n_epspe7	0.4	0	8,9,2|1,7,8|9,8,11|5,4,9|6,8,1	1,1,1|1,1,1|1,1,1|1,1,1|1,1,1
rv_1o_aszlr	0.4	0	3,3,7|7,6,2|7,11,8|9,6,2|6,0,2	1,1,1|1,1,1|1,1,1|1,1,1|1,1,1
rv_1p_2ykyqw	0.8	0	8,9,4|10,4,1|8,6,4|1,11,1|7,7,6	1,1,1|1,1,1|1,1,1|1,1,1|1,1,1
rv_1q_1qm3og1	1	0	1,6,7|2,7,7|8,7,0|8,8,7|8,1,2	1,1,1|1,1,1|1,1,1|1,1,1|1,1,1
rv_1r_1a7b021	0.6	0	5,5,6|8,8,5|1,5,2|9,7,8|9,7,1	1,1,1|1,1,1|1,1,1|1,1,1|1,1,1
rv_1s_1ccnzu5	0.3	0	4,1,0|2,5,4|0,7,4|1,7,4|5,8,5	1,1,1|1,1,1|1,1,1|1,1,1|1,1,1
rv_1t_j1ef5v	0.4	0	2,10,6|5,4,8|8,9,9|2,2,7|0,6,0	1,1,1|1,1,1|1,1,1|1,1,1|1,1,1
rv_1u_kq1ghw	1	0	8,0,0|3,0,2|7,0,2|1,10,1|1,1,10	1,1,1|1,1,1|1,1,1|1,1,1|1,1,1
rv_1v_4ii76t	0.8	0	2,7,2|4,7,7|4,1,7|9,1,1|4,8,9	1,1,1|1,1,1|1,1,1|1,6,1|1,1,1
rv_1w_1bj5e94	0.5	0	9,2,3|10,0,5|6,9,8|4,4,2|9,2,7	1,1,1|1,1,1|1,1,1|1,1,1|1,1,1
rv_1x_1foncyk	0.3	0	5,4,6|0,6,0|9,6,2|9,1,5|2,7,5	1,1,1|1,1,1|1,1,1|1,1,1|1,1,1
rv_1y_sofjja	0.3	0	5,6,2|6,0,8|9,6,8|0,1,8|4,4,9	1,1,1|1,1,1|1,1,1|1,1,1|1,1,1
rv_1z_13j36bf	0.4	0	4,0,10|6,1,0|1,1,0|8,5,11|9,1,7	1,1,1|1,1,1|1,1,1|1,1,1|1,1,1
rv_20_4vzoy6	0.8	0	3,11,1|2,3,5|3,6,1|3,2,0|2,3,5	1,1,1|1,1,1|1,1,1|1,1,1|1,1,1
rv_21_oavhrr	0.8	0	8,8,0|1,8,7|1,0,8|4,0,1|3,8,1	1,1,1|1,1,1|1,1,1|1,1,1|1,1,1
rv_22_1dezn0	1	0	5,3,9|6,0,9|9,9,0|4,2,3|6,1,6	1,1,1|1,1,1|1,1,1|1,1,1|1,1,7
rv_23_ui82fq	0.3	0	1,5,6|6,0,2|8,6,5|7,1,4|2,2,0	1,1,1|1,1,1|1,1,1|1,1,1|1,1,1
rv_24_1nawc8t	0.5	0	5,3,0|4,10,2|5,9,3|0,0,0|5,6,9	1,1,1|1,1,1|1,1,1|1,1,1|1,1,1
rv_25_1k006bx	0.6	0	9,1,8|2,8,6|2,9,8|5,8,5|1,1,3	1,1,1|1,1,1|1,1,1|1,1,1|1,1,1
rv_26_1g6nwdk	0.6	0	5,5,10|2,11,1|5,1,0|7,4,1|1,8,9	1,1,1|1,1,1|1,1,1|1,1,1|1,1,1
rv_27_1uan8ec	2.4	0	9,10,4|9,5,2|9,7,10|7,8,4|5,3,5	1,1,1|1,1,1|1,1,1|1,1,1|1,1,1
rv_28_tiduhw	0.4	0	7,2,5|9,9,5|5,2,3|6,0,5|2,4,0	1,1,1|1,1,1|1,1,1|1,1,1|1,1,1
rv_29_lp4k9u	1.6	0	0,4,0|5,0,10|0,8,0|4,10,3|2,7,8	1,1,1|1,1,1|1,1,1|1,1,1|1,1,1
rv_2a_186hkvk	1.4	0	2,8,5|4,8,10|1,2,1|2,0,5|10,8,2	1,1,1|1,1,1|1,1,1|1,7,1|1,1,1
rv_2b_ppme1p	3	0	8,0,4|6,6,8|7,4,8|5,8,9|2,3,8	1,1,1|1,1,1|1,1,1|1,1,1|1,1,1
rv_2c_5k83rl	0.3	0	6,9,0|6,4,5|1,6,5|3,9,3|6,2,8	1,1,1|1,1,1|1,1,1|1,1,1|1,1,1
rv_2d_1wh7mya	0.4	0	4,8,6|5,6,5|1,5,10|0,6,9|4,0,4	1,1,1|1,1,1|1,1,1|1,1,1|1,1,1
rv_2e_1x4f7tf	0.6	0	7,6,6|3,7,6|6,2,0|7,7,0|0,10,6	1,1,1|1,1,1|1,1,1|1,1,1|1,1,1
rv_2f_10tr0je	0.4	0	8,0,3|9,3,8|3,4,3|7,5,7|9,5,5	1,1,1|1,1,1|1,1,1|1,1,1|1,1,1
rv_2g_xz48fz	0.4	0	5,4,9|8,5,7|5,1,4|2,5,2|9,6,6	1,1,1|1,1,1|1,1,6|1,1,1|1,1,1
rv_2h_1guwdta	0.3	0	5,0,0|5,4,3|5,3,8|6,2,9|7,0,8	1,1,1|1,1,1|1,1,1|1,1,1|1,1,1
rv_2i_7t5v1a	2.4	0	4,0,0|4,0,4|0,10,2|3,1,0|4,6,10	1,1,1|1,1,1|1,1,1|1,1,1|1,1,1
rv_2j_14yzq6o	0.4	0	8,6,2|6,8,2|2,1,6|5,8,3|6,0,1	1,1,1|1,1,1|1,1,1|1,1,1|1,1,2
rv_2k_14x4n6t	5.6000000000000005	0	4,7,5|3,7,7|1,7,3|8,5,1|9,5,7	1,7,1|1,1,1|1,1,1|1,1,1|1,1,1
rv_2l_172z219	0.8	0	5,3,1|5,5,0|8,9,5|5,0,4|3,3,4	1,1,1|1,1,1|1,1,1|1,1,1|1,1,1
rv_2m_5qmwwi	0.8	0	10,0,8|8,4,3|8,7,6|9,4,5|10,11,3	1,1,1|1,1,1|1,1,1|1,1,1|1,1,1
rv_2n_e75n1p	6.1	0	8,0,9|1,4,10|9,4,0|2,8,9|10,8,8	1,1,1|1,1,1|1,1,1|1,1,1|1,1,1
rv_2o_6bkdlt	0.4	0	3,4,6|7,4,3|9,4,4|2,7,11|8,4,1	1,1,1|1,1,1|1,1,1|1,1,1|1,1,1
rv_2p_vej8so	1.2	0	5,5,6|5,8,5|5,9,2|4,2,9|4,7,7	1,1,1|1,1,1|1,1,1|1,1,1|1,1,1
rv_2q_1gyvvvn	0.4	0	1,4,8|1,10,9|8,3,7|6,6,3|7,1,3	1,1,1|1,1,1|1,1,1|1,1,1|1,1,1
rv_2r_17xrrat	0.8	0	9,11,6|9,8,6|2,10,3|4,2,4|6,8,6	1,1,1|1,1,1|1,1,1|1,1,1|1,1,1
rv_2s_l38ebx	0.4	0	7,4,5|7,0,1|6,0,7|4,1,0|2,0,9	1,1,1|1,1,1|1,1,1|1,1,1|1,1,1
rv_2t_1vr398l	3.3000000000000003	0	3,6,0|4,0,3|0,3,3|9,4,3|0,3,3	1,1,1|1,1,1|1,1,1|1,1,1|1,1,1
rv_2u_129jgr5	1.4	0	2,6,5|2,8,2|7,3,2|0,2,1|2,4,9	1,1,1|1,1,1|1,1,1|1,1,1|1,1,1
rv_2v_1uvxa5j	0.6	0	3,9,5|5,2,0|2,5,10|6,3,11|7,2,6	1,1,1|1,1,1|1,1,1|1,1,1|1,1,1
rv_2w_76arws	5	0	7,7,9|4,7,3|3,3,7|7,4,4|0,7,8	1,1,1|1,1,1|1,1,1|1,1,1|1,1,1
rv_2x_19doywu	1.3	0	10,7,2|3,9,3|10,1,3|6,0,0|0,7,4	1,1,1|1,1,1|1,1,1|1,1,1|1,1,1
rv_2y_1kudmx7	0.8	0	7,9,2|5,2,2|0,2,2|2,7,0|0,0,5	1,1,1|1,1,1|1,1,1|1,1,1|1,1,1
rv_2z_1mwf6mj	0.30000000000000004	0	4,4,0|6,3,0|10,0,0|3,4,3|4,1,2	1,1,1|1,1,1|1,1,1|1,1,1|1,1,1
rv_30_c4vugn	0.4	0	5,8,3|6,10,0|3,9,3|5,7,9|8,9,2	1,1,1|1,1,1|1,1,1|1,1,1|1,1,1
rv_31_1x5kvzy	0.3	0	6,6,5|5,7,0|5,1,1|0,4,1|6,9,5	1,1,1|1,1,1|1,1,1|1,1,1|1,1,1
rv_32_hmr4qy	1.3000000000000003	0	10,4,4|2,4,10|1,8,0|6,0,6|1,7,3	1,1,1|1,1,1|7,1,1|1,1,1|1,1,1
rv_33_1ye6h00	0.3	0	1,5,8|9,5,0|2,3,5|11,9,8|3,7,1	1,1,1|1,1,1|1,1,1|1,1,1|1,1,1
rv_34_bv15d4	2	0	9,9,7|9,6,8|9,0,9|5,7,6|6,8,2	1,1,1|1,1,1|1,1,1|1,1,1|1,1,1
rv_35_rytob6	0.3	0	7,0,3|11,2,3|2,10,9|4,3,8|2,5,8	1,1,1|1,1,1|1,1,1|1,1,1|1,1,1
rv_36_1u0hr9w	1	0	9,4,2|1,3,9|9,4,9|2,1,7|7,4,7	1,1,1|1,1,1|1,1,1|1,1,1|1,1,1
rv_37_7um4ci	0.5	0	1,9,1|9,0,0|3,9,5|4,3,5|4,4,2	1,1,1|1,1,1|1,1,1|1,1,1|1,1,1
rv_38_76nfsd	0.6000000000000001	0	0,4,7|7,4,9|3,3,10|1,3,5|3,1,9	1,1,1|1,1,1|1,1,1|1,1,1|1,1,1
rv_39_18mdbch	0.3	0	2,3,5|8,5,7|1,10,0|2,8,9|6,2,4	1,1,1|1,1,1|1,1,1|1,1,1|1,1,1
rv_3a_1ws73lt	0.4	0	5,11,7|8,3,7|8,0,7|5,4,3|2,9,8	1,1,1|1,1,1|1,1,1|1,1,1|1,1,1
rv_3b_qv8cat	0.4	0	7,6,1|6,7,6|7,9,3|4,6,8|9,2,9	1,1,1|1,1,1|1,1,1|1,1,1|1,1,1
rv_3c_rq1gcp	0.5	0	9,2,5|9,8,0|2,8,9|8,8,6|8,10,1	1,1,1|1,1,1|1,1,1|1,1,1|1,1,1
rv_3d_r2h6ef	0.5	0	0,1,5|1,11,5|1,1,5|7,3,4|2,7,5	1,1,1|1,1,1|1,1,1|1,1,1|1,1,1
rv_3e_1ihkha0	0.6	0	5,1,5|2,2,1|2,1,5|3,4,1|1,3,6	1,1,1|1,1,1|1,1,1|1,1,1|1,1,1
rv_3f_8yoayj	0.75	0	1,4,9|0,10,6|2,0,9|4,10,2|7,7,5	1,1,1|1,1,1|1,1,1|1,1,1|1,1,1
rv_3g_1ptgi8w	1	0	1,9,3|8,9,2|10,7,9|7,3,4|6,2,0	1,1,1|1,1,1|1,1,1|1,1,1|1,1,1
rv_3h_18o1vjp	3.6	0	4,4,2|6,4,0|3,4,5|6,3,10|4,4,9	1,1,1|1,1,1|1,1,1|1,1,1|1,1,1
rv_3i_17ve0ud	6	0	7,4,6|7,6,6|6,1,5|9,6,6|3,1,10	1,1,1|1,1,1|1,1,1|1,1,1|1,1,1
rv_3j_itcvyg	0.3	0	3,8,5|4,5,7|3,5,6|4,11,9|3,1,8	1,1,1|4,1,1|1,1,1|1,1,1|1,1,1
rv_3k_1rvx3tk	0.4	0	8,3,4|9,4,8|0,8,9|2,1,4|7,0,1	1,1,1|1,1,1|1,1,1|1,1,1|1,1,1
rv_3l_z7usm	0.4	0	8,2,9|4,7,8|4,6,8|0,9,5|1,3,7	1,1,1|1,1,1|1,1,1|1,1,1|1,1,1
rv_3m_1rlw711	7.6	0	8,5,0|5,8,3|9,0,10|10,6,6|5,7,7	1,1,1|7,1,1|1,1,1|1,1,1|1,1,1
rv_3n_1b4azbj	1	0	1,3,7|7,4,7|8,5,10|9,4,7|2,8,6	1,1,1|1,1,1|1,1,1|1,1,1|1,1,1
rv_3o_1s4jgaj	0.8999999999999999	0	11,6,4|6,6,4|10,0,0|4,0,9|6,0,1	1,1,1|1,1,1|1,1,1|1,1,1|1,1,1
rv_3p_vr3tch	12.5	0	9,7,10|10,4,1|1,9,5|9,8,3|9,2,1	1,1,1|1,1,1|1,1,1|1,1,1|1,1,1
rv_3q_j1xv2r	12.3	0	0,5,9|3,8,10|5,9,9|3,9,0|6,4,9	1,1,1|1,1,1|1,1,1|1,1,1|1,1,1
rv_3r_yaspfl	1.7999999999999998	0	1,10,7|1,5,3|11,2,10|1,5,6|7,0,1	1,1,1|1,1,1|1,1,1|1,1,1|1,1,1
rv_3s_pulad	1.6	0	0,9,8|8,0,0|8,0,10|9,8,1|2,3,7	1,1,1|1,1,1|1,1,1|1,1,1|1,1,1
rv_3t_ic52hs	0.6000000000000001	0	4,5,0|9,4,7|4,4,4|3,1,2|6,6,8	1,1,1|1,1,1|1,1,1|1,1,1|1,1,1
rv_3u_1cbvvsf	2.4	0	1,1,3|7,1,3|4,1,1|2,8,10|6,1,0	1,1,1|1,1,1|1,1,1|1,1,1|1,1,1
rv_3v_8i37ib	0.3	0	5,5,4|4,7,1|11,4,5|0,4,2|6,8,2	1,1,1|1,1,1|1,1,1|1,1,1|1,1,1
rv_3w_vsfa8f	0.6000000000000001	0	10,2,2|4,8,9|0,4,8|5,2,7|6,11,1	1,1,1|1,1,1|1,1,1|1,1,1|1,1,1
rv_3x_1clvsvg	3.4000000000000004	0	7,0,5|2,1,10|10,5,8|10,4,4|0,1,4	1,1,1|1,1,1|1,5,1|1,1,1|1,1,1
rv_3y_1h05rgr	1.5	0	9,9,0|3,3,9|4,2,9|3,9,2|4,3,4	1,1,1|1,1,1|1,1,1|1,1,1|1,1,1
rv_3z_ls13md	0.85	0	2,4,9|9,2,5|9,2,6|9,8,3|8,0,6	1,1,1|1,1,1|1,1,1|1,1,1|1,1,1
rv_40_30vmwg	0.4	0	2,7,6|3,7,0|9,7,2|3,9,6|9,6,0	1,1,1|1,1,1|1,1,1|1,1,1|1,1,1
rv_41_9wo4qu	1	0	5,9,6|2,10,5|5,6,7|9,6,7|3,9,8	1,1,1|1,1,1|1,1,1|1,1,1|1,1,1
rv_42_yg1lz8	0.3	0	9,9,5|5,8,4|5,9,1|6,1,9|9,9,5	1,1,1|1,1,1|1,1,1|1,1,1|1,1,1
rv_43_kwtvly	12	0	5,5,9|7,2,9|1,10,9|9,5,4|9,6,5	1,1,1|1,1,1|1,1,1|1,1,1|1,1,1
rv_44_vq1qo7	0.7	0	8,2,8|4,4,2|3,1,2|10,0,5|2,7,5	1,1,1|1,1,1|1,1,1|1,1,1|1,1,1
rv_45_1fgfkgy	0.4	0	2,2,1|2,4,7|2,2,9|4,4,9|8,1,0	1,1,1|1,1,1|1,1,1|1,1,1|1,1,1
rv_46_5pslf9	0.4	0	7,5,6|6,7,6|9,8,7|0,1,3|4,4,1	1,1,1|2,1,1|1,1,1|1,1,1|1,1,1
rv_47_1gr9wdj	0.4	0	6,7,4|9,7,0|4,11,10|8,2,8|5,6,5	1,1,1|1,1,1|1,1,1|1,1,1|1,1,1
rv_48_11v2za1	0.3	0	6,2,2|7,5,6|5,4,6|3,2,4|7,9,9	1,1,1|1,1,1|1,1,1|1,1,1|1,1,1
rv_49_s195tv	0.3	0	2,3,1|3,5,4|3,8,0|5,1,3|5,6,5	1,1,1|1,1,1|1,1,1|1,1,1|1,1,1
